GEO.id,GEOID,GEO.display-label,Census 2010,Base2010,Est2010,Est2011,Est2012,Est2013,Est2014,Est2015,Est2016,Est2017,Est2018,City,PerCng-10-18,PrcCng-11-12,PrcCng-12-13,PrcCng-13-14,PrcCng-14-15,PrcCng-15-16,PrcCng-16-17,PrcCng-17-18,Latitude,Longitude                                                                                                 
1620000US4805000,4805000,"Austin city, Texas",790390.0,802078,806423,828694,854841,875463,901734,921545,939768,951750,964254,Austin ,0.1957173840527862,0.031552056609556726,0.02412378442306815,0.030008121416895975,0.021969893560628746,0.01977440059899408,0.012749955308118599,0.013137903861308116,30.300455,-97.751242
1620000US4805732,4805732,"Bartlett city, Texas",1623.0,2698,2710,2719,2740,2746,2743,2742,2726,1734,1742,Bartlett ,-0.35719557195571955,0.007723427730783376,0.0021897810218978104,-0.0010924981791697013,-0.0003645643456069996,-0.005835156819839533,-0.36390315480557595,0.00461361014994233,30.794853000000003,-97.43229699999999
1620000US4805864,4805864,"Bastrop city, Texas",7218.0,7355,7373,7479,7594,7742,8064,8420,8688,9038,9420,Bastrop ,0.2776346127763461,0.015376387217542453,0.019489070318672638,0.04159132007233273,0.0441468253968254,0.031828978622327794,0.04028545119705341,0.04226598805045364,30.111584000000004,-97.322724
1620000US4806242,4806242,"Bear Creek village, Texas",382.0,382,383,387,389,396,403,419,433,445,461,Bear Creek ,0.20365535248041775,0.00516795865633075,0.017994858611825194,0.017676767676767676,0.03970223325062035,0.03341288782816229,0.02771362586605081,0.035955056179775284,30.182557,-97.939981
1620000US4807156,4807156,"Bee Cave city, Texas",3925.0,3985,4059,4499,4918,5359,6041,6421,6668,6686,6765,Bee Cave ,0.6666666666666666,0.09313180706823738,0.08967059780398536,0.12726254898301922,0.06290349279920543,0.03846752842236412,0.0026994601079784043,0.011815734370326054,30.307684000000002,-97.962591
1620000US4810197,4810197,"Briarcliff village, Texas",1438.0,1435,1446,1502,1556,1577,1601,1638,1682,1721,1769,Briarcliff ,0.22337482710926695,0.03595206391478029,0.013496143958868894,0.015218769816106531,0.0231105559025609,0.026862026862026864,0.02318668252080856,0.02789076118535735,30.409278999999998,-98.044528
1620000US4811080,4811080,"Buda city, Texas",7295.0,7350,7558,8645,9343,10117,11391,13630,14914,16143,16449,Buda ,1.176369409896798,0.08074031231925968,0.08284276998822648,0.12592665810022735,0.19655868668246862,0.0942039618488628,0.0824057932144294,0.018955584463854303,30.084449,-97.844378
1620000US4813552,4813552,"Cedar Park city, Texas",48937.0,55117,55778,58849,61521,64843,67223,69612,72602,75606,76999,Cedar Park ,0.3804546595431891,0.04540433992081429,0.05399782188195901,0.03670403898647502,0.035538431786739655,0.04295236453485031,0.04137627062615355,0.018424463666904742,30.510238,-97.819808
1620000US4817312,4817312,"Coupland city, Texas",,277,279,286,293,295,299,302,307,309,310,Coupland ,0.1111111111111111,0.024475524475524476,0.006825938566552901,0.013559322033898305,0.010033444816053512,0.016556291390728478,0.006514657980456026,0.003236245954692557,30.456926,-97.39236600000001
1620000US4817612,4817612,"Creedmoor city, Texas",202.0,201,202,211,216,218,221,221,220,218,227,Creedmoor ,0.12376237623762376,0.023696682464454975,0.009259259259259259,0.013761467889908258,0.0,-0.004524886877828055,-0.00909090909090909,0.04128440366972477,30.095861,-97.745367
1620000US4821424,4821424,"Dripping Springs city, Texas",1788.0,2020,2025,2031,2079,2097,2234,2486,3124,3870,4667,Dripping Springs ,1.3046913580246913,0.023633677991137372,0.008658008658008658,0.0653314258464473,0.11280214861235452,0.25663716814159293,0.23879641485275288,0.20594315245478037,30.192007,-98.081001
1620000US4823044,4823044,"Elgin city, Texas",8135.0,8290,8299,8361,8581,8650,8847,9238,9650,9934,10207,Elgin ,0.22990721773707676,0.026312642028465495,0.008041020860039622,0.02277456647398844,0.04419577257827512,0.04459839792162806,0.029430051813471504,0.027481377088785987,30.351203,-97.38757199999999
1620000US4826136,4826136,"Florence city, Texas",1136.0,1137,1144,1169,1196,1205,1222,1235,1255,1263,1271,Florence ,0.11101398601398602,0.023096663815226688,0.007525083612040134,0.014107883817427386,0.010638297872340425,0.016194331983805668,0.006374501992031873,0.006334125098970704,30.841040999999997,-97.792679
1620000US4829336,4829336,"Georgetown city, Texas",47400.0,47483,48008,50298,52466,54807,58937,63463,66934,70505,74180,Georgetown ,0.5451591401433095,0.04310310549127202,0.04461937254602981,0.07535533782181109,0.07679386463511885,0.05469328585159857,0.053351062240415935,0.052123962839514926,30.668135999999997,-97.69874399999999
1620000US4830548,4830548,"Granger city, Texas",1419.0,1417,1424,1449,1457,1463,1487,1498,1510,1509,1517,Granger ,0.06530898876404495,0.005521048999309869,0.004118050789293068,0.016404647983595352,0.007397444519166106,0.00801068090787717,-0.0006622516556291391,0.005301524188204109,30.718294,-97.441141
1620000US4832906,4832906,"Hays city, Texas",217.0,217,217,219,220,224,229,236,244,250,261,Hays ,0.20276497695852536,0.0045662100456621,0.01818181818181818,0.022321428571428572,0.03056768558951965,0.03389830508474576,0.02459016393442623,0.044,30.121515000000002,-97.872394
1620000US4835624,4835624,"Hutto city, Texas",14698.0,16461,16722,17821,18812,19777,21228,22822,24031,25372,26434,Hutto ,0.5807917713192202,0.055608551708658326,0.05129704443971933,0.07336805379986854,0.07508950442811381,0.052975199369029884,0.055802921226748785,0.04185716537915813,30.539012,-97.55131899999999
1620000US4837396,4837396,"Jarrell city, Texas",984.0,1034,1040,1072,1094,1105,1153,1227,1408,1595,1692,Jarrell ,0.6269230769230769,0.020522388059701493,0.010054844606946984,0.04343891402714932,0.06418039895923677,0.14751426242868787,0.1328125,0.060815047021943576,30.812920000000002,-97.6132
1620000US4838020,4838020,"Jonestown city, Texas",1834.0,1814,1825,1897,1965,1988,2018,2039,2061,2077,2083,Jonestown ,0.14136986301369864,0.03584607274644175,0.011704834605597965,0.015090543259557344,0.010406342913776016,0.010789602746444336,0.0077632217370208634,0.002888781896966779,30.480541,-97.931536
1620000US4839952,4839952,"Kyle city, Texas",28016.0,28256,28699,29546,31189,32109,33275,36199,39485,43360,46874,Kyle ,0.6332973274330116,0.05560820415623096,0.0294975792747443,0.03631380609797876,0.08787377911344854,0.09077598828696926,0.09813853362036216,0.08104243542435424,29.994974,-97.889163
1620000US4840264,4840264,"Lago Vista city, Texas",6041.0,6082,6108,6278,6438,6453,6484,6567,6663,6825,7117,Lago Vista ,0.1651931892599869,0.02548582351067219,0.002329916123019571,0.004803967147063382,0.012800740283775447,0.014618547281863865,0.024313372354795137,0.04278388278388279,30.452623,-97.991019
1620000US4840984,4840984,"Lakeway city, Texas",11391.0,11679,11749,12120,12741,13154,13680,14193,14710,15214,15673,Lakeway ,0.3339858711379692,0.051237623762376235,0.032415038066085866,0.039987836399574275,0.0375,0.03642640738392165,0.03426240652617267,0.030169580649401867,30.354762,-97.985251
1620000US4842016,4842016,"Leander city, Texas",26521.0,27271,27697,29115,30645,32804,35332,39076,43864,49882,56111,Leander ,1.0258872802108532,0.05255023183925812,0.07045194974710393,0.07706377271064505,0.10596626287784444,0.12253045347527894,0.13719679007842422,0.12487470430215308,30.573622999999998,-97.863453
1620000US4842664,4842664,"Liberty Hill city, Texas",967.0,927,932,952,970,1036,1051,1392,1620,1900,2433,Liberty Hill ,1.6105150214592274,0.018907563025210083,0.06804123711340206,0.01447876447876448,0.32445290199809707,0.16379310344827586,0.1728395061728395,0.2805263157894737,30.663615999999998,-97.909458
1620000US4843240,4843240,"Lockhart city, Texas",12698.0,12689,12748,12817,12868,13011,13151,13343,13439,13840,13924,Lockhart ,0.09224976466896768,0.003979090270734181,0.011112838047870686,0.010760126047190838,0.014599650216713557,0.007194783781758226,0.029838529652503908,0.0060693641618497106,29.878807000000002,-97.683276
1620000US4845096,4845096,"Luling city, Texas",5411.0,5401,5401,5505,5530,5604,5659,5701,5814,5919,5954,Luling ,0.10238844658396594,0.004541326067211626,0.013381555153707052,0.009814418272662384,0.0074218059727867115,0.019821084020347306,0.01805985552115583,0.0059131610069268455,29.681746999999998,-97.64669599999999
1620000US4846440,4846440,"Manor city, Texas",5037.0,4840,4946,5267,5710,6236,6798,7493,8200,9308,11173,Manor ,1.2589971694298423,0.08410860072147333,0.09211908931698774,0.09012187299550994,0.10223595175051486,0.09435473108234352,0.1351219512195122,0.20036527718091965,30.374173,-97.541791
1620000US4846848,4846848,"Martindale city, Texas",1116.0,1131,1133,1141,1154,1179,1218,1224,1234,1263,1272,Martindale ,0.12268314210061783,0.011393514460999123,0.021663778162911613,0.03307888040712468,0.0049261083743842365,0.008169934640522876,0.023500810372771474,0.007125890736342043,29.842757000000002,-97.840255
1620000US4849600,4849600,"Mountain City city, Texas",648.0,648,652,655,660,670,685,707,736,754,780,Mountain City ,0.19631901840490798,0.007633587786259542,0.015151515151515152,0.022388059701492536,0.032116788321167884,0.04101838755304102,0.024456521739130436,0.034482758620689655,30.039209999999997,-97.891527
1620000US4850200,4850200,"Mustang Ridge city, Texas",861.0,828,833,859,885,908,927,940,948,971,981,Mustang Ridge ,0.17767106842737096,0.030267753201396973,0.02598870056497175,0.02092511013215859,0.014023732470334413,0.00851063829787234,0.024261603375527425,0.010298661174047374,30.051107000000002,-97.701593
1620000US4851492,4851492,"Niederwald city, Texas",565.0,543,546,551,556,569,575,587,596,607,606,Niederwald ,0.10989010989010989,0.009074410163339383,0.023381294964028777,0.01054481546572935,0.020869565217391306,0.015332197614991482,0.018456375838926176,-0.0016474464579901153,29.994191999999998,-97.775749
1620000US4857176,4857176,"Pflugerville city, Texas",46936.0,48366,48717,50281,52014,53858,54779,57320,59595,63371,64431,Pflugerville ,0.3225568076852023,0.034466299397386685,0.03545199369400546,0.017100523599093913,0.04638638894466858,0.03968946266573622,0.0633610202198171,0.016726894005144308,30.447765000000004,-97.60211600000001
1620000US4858586,4858586,"Point Venture village, Texas",800.0,800,805,828,856,861,875,905,923,960,1012,Point Venture ,0.2571428571428571,0.033816425120772944,0.005841121495327103,0.016260162601626018,0.03428571428571429,0.019889502762430938,0.04008667388949079,0.05416666666666667,30.384099,-97.998172
1620000US4863008,4863008,"Rollingwood city, Texas",1412.0,1398,1403,1445,1485,1492,1509,1531,1551,1564,1577,Rollingwood ,0.1240199572344975,0.02768166089965398,0.0047138047138047135,0.011394101876675604,0.0145791915175613,0.013063357282821686,0.008381689232753063,0.008312020460358057,30.273594,-97.786824
1620000US4863500,4863500,"Round Rock city, Texas",99887.0,100010,100756,103836,106470,109507,112613,115871,120705,123463,128739,Round Rock ,0.277730358489817,0.025366924765977118,0.02852446698600545,0.028363483612919724,0.028930940477564757,0.04171880798474165,0.022849094900791185,0.04273345050743948,30.525243,-97.665953
1620000US4865552,4865552,"San Leanna village, Texas",497.0,495,497,507,518,518,523,522,523,519,512,San Leanna ,0.030181086519114688,0.021696252465483234,0.0,0.009652509652509652,-0.0019120458891013384,0.0019157088122605363,-0.0076481835564053535,-0.01348747591522158,30.143995,-97.81936800000001
1620000US4865600,4865600,"San Marcos city, Texas",44894.0,45143,45266,47669,49972,54350,58907,60302,61521,63058,63509,San Marcos ,0.4030177174921575,0.04831232037592565,0.08760906107420155,0.08384544618215271,0.02368139609893561,0.020214918244834335,0.02498333902244762,0.007152145643693108,29.872899,-97.937735
1620000US4868456,4868456,"Smithville city, Texas",3817.0,3788,3793,3831,3928,3964,4046,4122,4260,4359,4472,Smithville ,0.1790139731083575,0.025319759853824068,0.009164969450101833,0.020686175580221997,0.018783984181908058,0.033478893740902474,0.02323943661971831,0.025923376921312226,30.007159,-97.15041
1620000US4871324,4871324,"Sunset Valley city, Texas",749.0,648,650,665,684,683,694,694,694,688,679,Sunset Valley ,0.04461538461538461,0.02857142857142857,-0.0014619883040935672,0.016105417276720352,0.0,0.0,-0.008645533141210375,-0.01308139534883721,30.225832,-97.815758
1620000US4871948,4871948,"Taylor city, Texas",15191.0,15281,15378,15772,16051,16179,16424,16632,16810,16983,17167,Taylor ,0.11633502406034595,0.017689576464620847,0.007974581022989221,0.01514308671734965,0.012664393570384803,0.010702260702260703,0.010291493158834028,0.010834363775540246,30.574423,-97.423961
1620000US4872578,4872578,"The Hills village, Texas",2472.0,2440,2448,2504,2559,2556,2562,2563,2554,2544,2514,The Hills ,0.02696078431372549,0.02196485623003195,-0.0011723329425556857,0.002347417840375587,0.00039032006245121,-0.00351150994927819,-0.003915426781519186,-0.01179245283018868,30.346441,-97.98644
1620000US4872776,4872776,"Thorndale city, Texas",1336.0,1293,1289,1285,1256,1256,1254,1261,1279,1297,1306,Thorndale ,0.013188518231186967,-0.022568093385214007,0.0,-0.0015923566878980893,0.005582137161084529,0.014274385408406027,0.014073494917904612,0.006939090208172706,30.614023,-97.206487
1620000US4872824,4872824,"Thrall city, Texas",839.0,838,843,869,885,897,910,922,932,938,953,Thrall ,0.13048635824436536,0.018411967779056387,0.013559322033898305,0.014492753623188406,0.013186813186813187,0.010845986984815618,0.006437768240343348,0.015991471215351813,30.588253,-97.298202
1620000US4874216,4874216,"Uhland city, Texas",1014.0,1014,1017,1028,1033,1051,1063,1080,1095,1121,1193,Uhland ,0.17305801376597837,0.0048638132295719845,0.017424975798644726,0.011417697431018078,0.01599247412982126,0.013888888888888888,0.023744292237442923,0.06422836752899197,29.960521999999997,-97.797005
1620000US4875752,4875752,"Volente village, Texas",520.0,520,524,544,563,570,576,581,592,592,594,Volente ,0.13358778625954199,0.034926470588235295,0.012433392539964476,0.010526315789473684,0.008680555555555556,0.0189328743545611,0.0,0.0033783783783783786,30.445325,-97.907911
1620000US4876924,4876924,"Webberville village, Texas",392.0,369,373,387,402,408,414,426,440,449,464,Webberville ,0.24396782841823056,0.03875968992248062,0.014925373134328358,0.014705882352941176,0.028985507246376812,0.03286384976525822,0.020454545454545454,0.0334075723830735,30.226071,-97.499593
1620000US4877056,4877056,"Weir city, Texas",450.0,453,458,472,483,487,496,512,516,522,529,Weir ,0.15502183406113537,0.023305084745762712,0.008281573498964804,0.018480492813141684,0.03225806451612903,0.0078125,0.011627906976744186,0.013409961685823755,30.678110999999998,-97.590102
1620000US4877632,4877632,"West Lake Hills city, Texas",3063.0,3069,3082,3176,3243,3247,3275,3306,3313,3324,3318,West Lake Hills ,0.07657365347177157,0.021095717884130984,0.0012334258402713536,0.008623344625808438,0.009465648854961832,0.002117362371445856,0.0033202535466344703,-0.0018050541516245488,30.291643,-97.814155
1620000US4879624,4879624,"Wimberley city, Texas",2626.0,2623,2633,2642,2653,2688,2745,2836,2937,3010,3112,Wimberley ,0.18192176224838588,0.004163512490537472,0.013192612137203167,0.021205357142857144,0.033151183970856105,0.03561354019746121,0.024855294518215866,0.03388704318936877,29.984803999999997,-98.090553
1620000US4880058,4880058,"Woodcreek city, Texas",1457.0,1460,1465,1471,1468,1463,1476,1523,1567,1740,1733,Woodcreek ,0.18293515358361775,-0.0020394289598912306,-0.0034059945504087193,0.00888585099111415,0.03184281842818428,0.028890347997373604,0.11040204211869815,-0.004022988505747126,30.026646000000003,-98.111526
