CAMPUS,S504 Cnt,S504 Pct,ECO Cnt,ECO Pct,District Name,School Name
227901062,248,19.4,71,5.5,AUSTIN ISD,GORZYCKI MIDDLE
227901002,443,19.1,588,25.3,AUSTIN ISD,AUSTIN H S
227901045,218,18.3,263,22,AUSTIN ISD,LAMAR M S
227901047,147,17.8,239,28.9,AUSTIN ISD,O HENRY MIDDLE
227901005,309,17.5,364,20.6,AUSTIN ISD,MCCALLUM H S
227901052,230,16.3,321,22.8,AUSTIN ISD,MURCHISON MIDDLE
227901059,160,16,330,32.9,AUSTIN ISD,BAILEY M S
227901013,462,15.9,341,11.7,AUSTIN ISD,BOWIE H S
227901057,110,15.8,418,60.1,AUSTIN ISD,COVINGTON MIDDLE
227901060,191,15,347,27.2,AUSTIN ISD,SMALL M S
227901051,71,13.9,479,93.7,AUSTIN ISD,MARTIN MIDDLE
227901009,307,13.8,545,24.5,AUSTIN ISD,ANDERSON H S
227901119,86,13.2,45,6.9,AUSTIN ISD,HIGHLAND PARK EL
227901103,57,12.8,37,8.3,AUSTIN ISD,BARTON HILLS EL
227901180,144,12.8,43,3.8,AUSTIN ISD,KIKER EL
227901061,106,12.1,690,79,AUSTIN ISD,PAREDES M S
227901128,27,11.6,42,18.1,AUSTIN ISD,PEASE EL
227901181,97,11.4,59,6.9,AUSTIN ISD,MILLS EL
227901154,93,11.3,145,17.6,AUSTIN ISD,DOSS EL
227901146,56,10.7,94,17.9,AUSTIN ISD,ZILKER EL
227901054,89,10.7,703,84.2,AUSTIN ISD,BEDICHEK MIDDLE
227901184,88,10.7,19,2.3,AUSTIN ISD,CLAYTON EL
227901183,85,10.6,252,31.3,AUSTIN ISD,COWAN EL
227901064,43,10.5,389,94.6,AUSTIN ISD,GARCIA YMLA
227901170,53,10.3,225,43.7,AUSTIN ISD,BOONE EL
227901043,111,10.3,670,62.2,AUSTIN ISD,FULMORE M S
227901014,86,10.2,670,79.8,AUSTIN ISD,LBJ HIGH SCHOOL
227901007,124,9.9,990,79.4,AUSTIN ISD,TRAVIS H S
227901019,38,9.9,349,91.1,AUSTIN ISD,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS
227901182,97,9.8,132,13.3,AUSTIN ISD,BARANOFF EL
227901107,64,9.6,131,19.6,AUSTIN ISD,BRENTWOOD EL
227901112,71,9.6,34,4.6,AUSTIN ISD,CASIS EL
227901104,42,9.4,116,26.1,AUSTIN ISD,BECKER EL
227901190,56,9.3,536,89.2,AUSTIN ISD,PEREZ EL
227901148,81,9.2,379,43.1,AUSTIN ISD,OAK HILL EL
227901110,39,9.2,47,11.1,AUSTIN ISD,BRYKER WOODS EL
227901151,48,9.2,406,77.5,AUSTIN ISD,PILLOW EL
227901117,55,9.1,49,8.1,AUSTIN ISD,GULLETT EL
227901155,89,8.9,97,9.7,AUSTIN ISD,HILL EL
227901116,32,8.7,335,90.8,AUSTIN ISD,GOVALLE EL
227901123,36,8.6,126,30.2,AUSTIN ISD,MATHEWS EL
227901133,32,8.6,95,25.5,AUSTIN ISD,RIDGETOP EL
227901018,106,8.6,123,9.9,AUSTIN ISD,LASA H S
227901008,124,8.5,979,67,AUSTIN ISD,CROCKETT H S
227901130,37,8.4,397,90.6,AUSTIN ISD,PLEASANT HILL EL
227901053,56,8.2,652,95.7,AUSTIN ISD,WEBB M S
227901187,62,7.9,104,13.3,AUSTIN ISD,BALDWIN EL
227901017,217,7.8,1737,62.2,AUSTIN ISD,AKINS H S
227901143,77,7.7,239,23.8,AUSTIN ISD,PATTON EL
227901122,36,7.5,163,33.9,AUSTIN ISD,MAPLEWOOD EL
227901165,34,7.5,429,95.1,AUSTIN ISD,MCBEE EL
227901121,32,7.4,77,17.8,AUSTIN ISD,LEE EL
227901185,63,7.3,612,70.8,AUSTIN ISD,BLAZIER EL
227901179,54,7.3,179,24.1,AUSTIN ISD,DAVIS EL
227901127,19,7,248,91.9,AUSTIN ISD,SANCHEZ EL
227901044,85,6.9,415,33.7,AUSTIN ISD,KEALING M S
227901065,25,6.8,340,91.9,AUSTIN ISD,SADLER MEANS YWLA
227901106,32,6.7,295,61.5,AUSTIN ISD,BLANTON EL
227901046,61,6.6,852,92.2,AUSTIN ISD,BURNET M S
227901124,17,6.5,251,96.5,AUSTIN ISD,METZ EL
227901160,18,6.4,252,89,AUSTIN ISD,LINDER EL
227901120,17,6.3,171,62.9,AUSTIN ISD,JOSLIN EL
227901055,35,6.3,524,94.4,AUSTIN ISD,DOBIE MIDDLE
227901189,33,6.1,524,97,AUSTIN ISD,OVERTON EL
227901006,68,6.1,990,88.4,AUSTIN ISD,REAGAN H S
227901159,30,6,409,81.5,AUSTIN ISD,GRAHAM EL
227901172,34,6,373,66.3,AUSTIN ISD,KOCUREK EL
227901102,21,5.9,313,88.7,AUSTIN ISD,ANDREWS EL
227901138,49,5.9,265,32.1,AUSTIN ISD,SUMMITT EL
227901147,42,5.8,330,45.5,AUSTIN ISD,MENCHACA EL
227901158,32,5.7,259,46.5,AUSTIN ISD,SUNSET VALLEY EL
227901168,31,5.7,510,93.9,AUSTIN ISD,LANGFORD EL
227901163,37,5.6,626,95.3,AUSTIN ISD,HART EL
227901004,86,5.6,1320,85.3,AUSTIN ISD,LANIER H S
227901175,25,5.6,428,95.7,AUSTIN ISD,WIDEN EL
227901101,28,5.5,473,92.4,AUSTIN ISD,ALLISON EL
227901173,33,5.5,405,67.2,AUSTIN ISD,CASEY EL
227901144,24,5.3,435,95.8,AUSTIN ISD,WOOTEN EL
227901193,11,5.3,205,99,AUSTIN ISD,WEBB PRI CENTER
227901105,21,5.3,257,65.1,AUSTIN ISD,BLACKSHEAR EL
227901161,26,5.2,456,91.2,AUSTIN ISD,COOK EL
227901171,23,5.2,406,91.2,AUSTIN ISD,PALM EL
227901126,12,5,215,90.3,AUSTIN ISD,ORTEGA EL
227901109,12,5,233,97.1,AUSTIN ISD,BROWN EL
227901174,22,5,435,98,AUSTIN ISD,RODRIGUEZ EL
227901139,9,4.9,177,97.3,AUSTIN ISD,SIMS EL
227901111,9,4.8,164,87.2,AUSTIN ISD,CAMPBELL EL
227901164,22,4.8,443,96.5,AUSTIN ISD,PICKLE EL
227901108,13,4.8,254,93.7,AUSTIN ISD,BROOKE EL
227901114,17,4.7,270,74.6,AUSTIN ISD,DAWSON EL
227901188,33,4.6,692,96.4,AUSTIN ISD,PADRON EL
227901129,17,4.4,365,94.8,AUSTIN ISD,PECAN SPRINGS EL
227901149,22,4.4,478,95.6,AUSTIN ISD,BARRINGTON EL
227901125,11,4.3,252,98.8,AUSTIN ISD,OAK SPRINGS EL
227901145,12,4.1,285,96.6,AUSTIN ISD,ZAVALA EL
227901150,6,4.1,141,95.3,AUSTIN ISD,NORMAN EL
227901157,10,4.1,206,84.1,AUSTIN ISD,WINN EL
227901152,20,3.8,499,94.5,AUSTIN ISD,WOOLDRIDGE EL
227901166,18,3.8,349,73.8,AUSTIN ISD,WILLIAMS EL
227901176,21,3.7,505,88.6,AUSTIN ISD,GALINDO EL
227901162,21,3.6,547,94.1,AUSTIN ISD,HOUSTON EL
227901156,14,3.4,364,88.3,AUSTIN ISD,ODOM EL
227901113,13,3.3,259,65.9,AUSTIN ISD,CUNNINGHAM EL
227901132,7,3.2,137,62.8,AUSTIN ISD,REILLY EL
227901141,19,2.9,623,95.4,AUSTIN ISD,WALNUT CREEK EL
227901136,8,2.7,258,86.3,AUSTIN ISD,ST ELMO EL
227901118,12,2.3,503,96.4,AUSTIN ISD,HARRIS EL
227901186,8,1.3,607,97.1,AUSTIN ISD,GUERRERO THOMPSON
227901178,7,1.1,582,94.8,AUSTIN ISD,JORDAN EL
227901177,0,0,318,91.9,AUSTIN ISD,UPHAUS EARLY CHILDHOOD CENTER
227901192,0,0,212,97.7,AUSTIN ISD,DOBIE PK CENTER
227901194,0,0,148,99.3,AUSTIN ISD,AUSTIN ISD CHILD DEVELOPMENT CENTER