County,School year,Exemption rate,Year
San Patricio,2013-2014,0.44,2014-06-01
San Patricio,2016-2017,0.71,2017-06-01
San Patricio,2015-2016,0.89,2016-06-01
San Patricio,2014-2015,0.84,2015-06-01
San Patricio,2017-2018,1.67,2018-06-01
San Patricio,2012-2013,0.18,2013-06-01
San Patricio,2011-2012,0.68,2012-06-01
San Saba,2019-2020,2.73,2020-06-01
San Saba,2010-2011,2.98,2011-06-01
San Saba,2013-2014,0,2014-06-01
San Saba,2011-2012,2.89,2012-06-01
San Saba,2015-2016,3.57,2016-06-01
San Saba,2018-2019,5.33,2019-06-01
San Saba,2017-2018,3.79,2018-06-01
San Saba,2012-2013,2.43,2013-06-01
San Saba,2016-2017,3.03,2017-06-01
San Saba,2014-2015,0,2015-06-01
Schleicher,2018-2019,0,2019-06-01
Schleicher,2013-2014,0,2014-06-01
Schleicher,2019-2020,0,2020-06-01
Schleicher,2014-2015,0,2015-06-01
Schleicher,2010-2011,0,2011-06-01
Schleicher,2011-2012,2.5,2012-06-01
Schleicher,2016-2017,0,2017-06-01
Schleicher,2015-2016,0,2016-06-01
Schleicher,2012-2013,0,2013-06-01
Scurry,2013-2014,0,2014-06-01
Scurry,2012-2013,0,2013-06-01
Scurry,2015-2016,0,2016-06-01
Scurry,2014-2015,0,2015-06-01
Scurry,2011-2012,0.34,2012-06-01
Scurry,2019-2020,0.87,2020-06-01
Scurry,2010-2011,0,2011-06-01
Scurry,2017-2018,0.4,2018-06-01
Scurry,2016-2017,0.51,2017-06-01
Scurry,2018-2019,0.89,2019-06-01
Shackelford,2017-2018,4.25,2018-06-01
Shackelford,2014-2015,3.92,2015-06-01
Shackelford,2016-2017,4.34,2017-06-01
Shackelford,2010-2011,0,2011-06-01
Shackelford,2013-2014,2,2014-06-01
Shackelford,2019-2020,4.87,2020-06-01
Shackelford,2011-2012,2,2012-06-01
Shackelford,2015-2016,3.77,2016-06-01
Shackelford,2018-2019,6.12,2019-06-01
Shackelford,2012-2013,2.04,2013-06-01
Shelby,2017-2018,0.58,2018-06-01
Shelby,2019-2020,0.89,2020-06-01
Shelby,2013-2014,0.49,2014-06-01
Shelby,2018-2019,1.39,2019-06-01
Shelby,2015-2016,0,2016-06-01
Shelby,2016-2017,0.55,2017-06-01
Shelby,2014-2015,0,2015-06-01
Shelby,2011-2012,0,2012-06-01
Shelby,2010-2011,0,2011-06-01
Shelby,2012-2013,0,2013-06-01
Sherman,2015-2016,0,2016-06-01
Sherman,2010-2011,0,2011-06-01
Sherman,2013-2014,0,2014-06-01
Sherman,2018-2019,0,2019-06-01
Sherman,2019-2020,0,2020-06-01
Sherman,2017-2018,3.12,2018-06-01
Sherman,2012-2013,0,2013-06-01
Sherman,2016-2017,0,2017-06-01
Sherman,2014-2015,0,2015-06-01
Sherman,2011-2012,0,2012-06-01
Smith,2012-2013,0.65,2013-06-01
Smith,2016-2017,1.34,2017-06-01
Smith,2018-2019,2.39,2019-06-01
Smith,2017-2018,2.68,2018-06-01
Smith,2013-2014,0.97,2014-06-01
Smith,2014-2015,1.37,2015-06-01
Smith,2011-2012,1,2012-06-01
Smith,2010-2011,0.53,2011-06-01
Smith,2015-2016,1.64,2016-06-01
Smith,2019-2020,2.98,2020-06-01
Somervell,2010-2011,0,2011-06-01
Somervell,2019-2020,7.14,2020-06-01
Somervell,2015-2016,3.87,2016-06-01
Somervell,2017-2018,3.84,2018-06-01
Somervell,2012-2013,0,2013-06-01
Somervell,2011-2012,0.8,2012-06-01
Somervell,2016-2017,0,2017-06-01
Somervell,2018-2019,5.22,2019-06-01
Somervell,2013-2014,1.57,2014-06-01
Somervell,2014-2015,3.22,2015-06-01
Starr,2011-2012,0.07,2012-06-01
Starr,2019-2020,0,2020-06-01
Starr,2015-2016,0,2016-06-01
Starr,2018-2019,0.09,2019-06-01
Starr,2014-2015,0,2015-06-01
Starr,2017-2018,0.09,2018-06-01
Starr,2010-2011,0,2011-06-01
Starr,2012-2013,0,2013-06-01
Starr,2016-2017,0.07,2017-06-01
Starr,2013-2014,0,2014-06-01
Stephens,2014-2015,0.86,2015-06-01
Stephens,2016-2017,0,2017-06-01
Stephens,2011-2012,0,2012-06-01
Stephens,2019-2020,4.54,2020-06-01
Stephens,2012-2013,0.79,2013-06-01
Stephens,2015-2016,0.96,2016-06-01
Stephens,2017-2018,2.8,2018-06-01
Stephens,2013-2014,0,2014-06-01
Stephens,2010-2011,0,2011-06-01
Stephens,2018-2019,2.85,2019-06-01
Sterling,2010-2011,0,2011-06-01
Sterling,2013-2014,0,2014-06-01
Sterling,2016-2017,0,2017-06-01
Sterling,2014-2015,2.56,2015-06-01
Sterling,2012-2013,0,2013-06-01
Sterling,2018-2019,0,2019-06-01
Sterling,2017-2018,0,2018-06-01
Sterling,2019-2020,4,2020-06-01
Sterling,2015-2016,0,2016-06-01
Sterling,2011-2012,0,2012-06-01
Stonewall,2014-2015,0,2015-06-01
Stonewall,2018-2019,0,2019-06-01
Stonewall,2013-2014,0,2014-06-01
Stonewall,2015-2016,0,2016-06-01
Stonewall,2016-2017,0,2017-06-01
Stonewall,2012-2013,0,2013-06-01
Stonewall,2017-2018,0,2018-06-01
Stonewall,2010-2011,0,2011-06-01
Sutton,2019-2020,3.7,2020-06-01
Sutton,2013-2014,0,2014-06-01
Sutton,2016-2017,1.96,2017-06-01
Sutton,2010-2011,0,2011-06-01
Sutton,2011-2012,0,2012-06-01
Sutton,2015-2016,0,2016-06-01
Sutton,2018-2019,3.63,2019-06-01
Sutton,2014-2015,0,2015-06-01
Sutton,2012-2013,0,2013-06-01
Sutton,2017-2018,4.44,2018-06-01
Swisher,2014-2015,0,2015-06-01
Swisher,2019-2020,0.92,2020-06-01
Swisher,2011-2012,1.75,2012-06-01
Swisher,2015-2016,0,2016-06-01
Swisher,2018-2019,0.87,2019-06-01
Swisher,2013-2014,0,2014-06-01
Swisher,2017-2018,4.67,2018-06-01
Swisher,2010-2011,0,2011-06-01
Swisher,2012-2013,0,2013-06-01
Swisher,2016-2017,1.8,2017-06-01
Tarrant,2019-2020,3.04,2020-06-01
Tarrant,2012-2013,1.7,2013-06-01
Tarrant,2016-2017,2.23,2017-06-01
Tarrant,2013-2014,1.53,2014-06-01
Tarrant,2015-2016,1.84,2016-06-01
Tarrant,2018-2019,3.07,2019-06-01
Tarrant,2014-2015,1.63,2015-06-01
Tarrant,2017-2018,2.51,2018-06-01
Tarrant,2011-2012,1.37,2012-06-01
Tarrant,2010-2011,1.01,2011-06-01
Taylor,2011-2012,0.72,2012-06-01
Taylor,2012-2013,0.99,2013-06-01
Taylor,2014-2015,1.3,2015-06-01
Taylor,2019-2020,1.78,2020-06-01
Taylor,2015-2016,0.94,2016-06-01
Taylor,2016-2017,1.01,2017-06-01
Taylor,2017-2018,2.12,2018-06-01
Taylor,2013-2014,0.76,2014-06-01
Taylor,2010-2011,0.44,2011-06-01
Taylor,2018-2019,1.87,2019-06-01
Terrell,2017-2018,0,2018-06-01
Terrell,2012-2013,0,2013-06-01
Terrell,2013-2014,0,2014-06-01
Terrell,2015-2016,0,2016-06-01
Terrell,2019-2020,0,2020-06-01
Terrell,2011-2012,0,2012-06-01
Terrell,2010-2011,0,2011-06-01
Terrell,2014-2015,0,2015-06-01
Terrell,2016-2017,0,2017-06-01
Terrell,2018-2019,0,2019-06-01
Terry,2019-2020,4.04,2020-06-01
Terry,2010-2011,0.53,2011-06-01
Terry,2014-2015,0,2015-06-01
Terry,2015-2016,0,2016-06-01
Terry,2012-2013,0,2013-06-01
Terry,2013-2014,0,2014-06-01
Terry,2018-2019,4.93,2019-06-01
Terry,2016-2017,1.22,2017-06-01
Terry,2011-2012,1.08,2012-06-01
Terry,2017-2018,0.62,2018-06-01
Texas,2018-2019,2.16,2019-06-01
Texas,2014-2015,1.28,2015-06-01
Texas,2013-2014,1.34,2014-06-01
Texas,2010-2011,0.82,2011-06-01
Texas,2011-2012,1,2012-06-01
Texas,2012-2013,1.15,2013-06-01
Texas,2017-2018,1.8,2018-06-01
Texas,2015-2016,1.34,2016-06-01
Texas,2016-2017,1.55,2017-06-01
Texas,2019-2020,2.24,2020-06-01
Throckmorton,2012-2013,0,2013-06-01
Throckmorton,2017-2018,0,2018-06-01
Throckmorton,2011-2012,0,2012-06-01
Throckmorton,2018-2019,0,2019-06-01
Throckmorton,2015-2016,0,2016-06-01
Throckmorton,2016-2017,0,2017-06-01
Throckmorton,2013-2014,0,2014-06-01
Throckmorton,2019-2020,0,2020-06-01
Throckmorton,2014-2015,0,2015-06-01
Throckmorton,2010-2011,0,2011-06-01
Titus,2019-2020,0,2020-06-01
Titus,2017-2018,0.4,2018-06-01
Titus,2016-2017,0.2,2017-06-01
Titus,2011-2012,0.35,2012-06-01
Titus,2014-2015,0,2015-06-01
Titus,2013-2014,0.67,2014-06-01
Titus,2015-2016,0.59,2016-06-01
Titus,2010-2011,0.18,2011-06-01
Titus,2012-2013,0.31,2013-06-01
Titus,2018-2019,0.75,2019-06-01
Tom Green,2012-2013,0.5,2013-06-01
Tom Green,2010-2011,0.4,2011-06-01
Tom Green,2013-2014,0.41,2014-06-01
Tom Green,2019-2020,1.56,2020-06-01
Tom Green,2018-2019,1.71,2019-06-01
Tom Green,2011-2012,0.41,2012-06-01
Tom Green,2016-2017,1.39,2017-06-01
Tom Green,2014-2015,0.7,2015-06-01
Tom Green,2017-2018,1.26,2018-06-01
Tom Green,2015-2016,0.99,2016-06-01
Travis,2018-2019,3.53,2019-06-01
Travis,2014-2015,3.18,2015-06-01
Travis,2019-2020,3.13,2020-06-01
Travis,2015-2016,3.12,2016-06-01
Travis,2012-2013,2.87,2013-06-01
Travis,2016-2017,3.16,2017-06-01
Travis,2010-2011,1.99,2011-06-01
Travis,2011-2012,2.35,2012-06-01
Travis,2013-2014,3.21,2014-06-01
Travis,2017-2018,3.61,2018-06-01
Trinity,2014-2015,0,2015-06-01
Trinity,2018-2019,1.55,2019-06-01
Trinity,2019-2020,1.25,2020-06-01
Trinity,2017-2018,2.96,2018-06-01
Trinity,2015-2016,0,2016-06-01
Trinity,2012-2013,0,2013-06-01
Trinity,2011-2012,1.19,2012-06-01
Trinity,2010-2011,0,2011-06-01
Trinity,2016-2017,1.13,2017-06-01
Trinity,2013-2014,1.16,2014-06-01
Tyler,2013-2014,1.65,2014-06-01
Tyler,2012-2013,1.52,2013-06-01
Tyler,2010-2011,1.18,2011-06-01
Tyler,2019-2020,2.42,2020-06-01
Tyler,2015-2016,1.47,2016-06-01
Tyler,2016-2017,3.1,2017-06-01
Tyler,2018-2019,2.1,2019-06-01
Tyler,2017-2018,3.18,2018-06-01
Tyler,2014-2015,0.78,2015-06-01
Tyler,2011-2012,0.37,2012-06-01
Upshur,2012-2013,0.6,2013-06-01
Upshur,2014-2015,1.62,2015-06-01
Upshur,2011-2012,1.52,2012-06-01
Upshur,2016-2017,2.57,2017-06-01
Upshur,2013-2014,1.65,2014-06-01
Upshur,2018-2019,3.74,2019-06-01
Upshur,2017-2018,1.88,2018-06-01
Upshur,2015-2016,2.85,2016-06-01
Upshur,2010-2011,5.33,2011-06-01
Upshur,2019-2020,2.97,2020-06-01
Upton,2019-2020,0,2020-06-01
Upton,2013-2014,0,2014-06-01
Upton,2015-2016,0,2016-06-01
Upton,2016-2017,1.85,2017-06-01
Upton,2010-2011,0,2011-06-01
Upton,2018-2019,4.68,2019-06-01
Upton,2017-2018,0,2018-06-01
Upton,2014-2015,1.29,2015-06-01
Upton,2011-2012,0,2012-06-01
Upton,2012-2013,0,2013-06-01
Uvalde,2015-2016,0.98,2016-06-01
Uvalde,2013-2014,0.2,2014-06-01
Uvalde,2018-2019,0.51,2019-06-01
Uvalde,2017-2018,1.06,2018-06-01
Uvalde,2011-2012,0.9,2012-06-01
Uvalde,2019-2020,1.3,2020-06-01
Uvalde,2016-2017,1.14,2017-06-01
Uvalde,2014-2015,0.9,2015-06-01
Uvalde,2012-2013,0.22,2013-06-01
Uvalde,2010-2011,0,2011-06-01
Val Verde,2010-2011,0.23,2011-06-01
Val Verde,2013-2014,0.1,2014-06-01
Val Verde,2016-2017,0,2017-06-01
Val Verde,2018-2019,0.39,2019-06-01
Val Verde,2014-2015,0.11,2015-06-01
Val Verde,2017-2018,0.43,2018-06-01
Val Verde,2012-2013,0.38,2013-06-01
Val Verde,2015-2016,0.13,2016-06-01
Val Verde,2019-2020,0.42,2020-06-01
Val Verde,2011-2012,0.36,2012-06-01
Van Zandt,2014-2015,2.54,2015-06-01
Van Zandt,2017-2018,2.33,2018-06-01
Van Zandt,2013-2014,1.74,2014-06-01
Van Zandt,2019-2020,5.71,2020-06-01
Van Zandt,2010-2011,1.9,2011-06-01
Van Zandt,2015-2016,2.52,2016-06-01
Van Zandt,2016-2017,3.16,2017-06-01
Van Zandt,2018-2019,2.77,2019-06-01
Van Zandt,2012-2013,1.09,2013-06-01
Van Zandt,2011-2012,1.3,2012-06-01
Victoria,2012-2013,0.33,2013-06-01
Victoria,2019-2020,1.71,2020-06-01
Victoria,2010-2011,0.6,2011-06-01
Victoria,2013-2014,0.34,2014-06-01
Victoria,2011-2012,0.29,2012-06-01
Victoria,2017-2018,0.82,2018-06-01
Victoria,2014-2015,3.16,2015-06-01
Victoria,2018-2019,0.68,2019-06-01
Victoria,2016-2017,0.65,2017-06-01
Victoria,2015-2016,0.45,2016-06-01
Walker,2014-2015,2.35,2015-06-01
Walker,2012-2013,0.85,2013-06-01
Walker,2010-2011,0.7,2011-06-01
Walker,2016-2017,1.28,2017-06-01
Walker,2011-2012,0.17,2012-06-01
Walker,2015-2016,0.86,2016-06-01
Walker,2013-2014,1.74,2014-06-01
Walker,2018-2019,2.48,2019-06-01
Walker,2019-2020,2.59,2020-06-01
Walker,2017-2018,1.5,2018-06-01
Waller,2015-2016,1.02,2016-06-01
Waller,2016-2017,0.82,2017-06-01
Waller,2018-2019,1.55,2019-06-01
Waller,2014-2015,0.75,2015-06-01
Waller,2017-2018,1.34,2018-06-01
Waller,2012-2013,0.73,2013-06-01
Waller,2019-2020,1.34,2020-06-01
Waller,2010-2011,0,2011-06-01
Waller,2011-2012,0,2012-06-01
Waller,2013-2014,0.61,2014-06-01
Ward,2011-2012,0,2012-06-01
Ward,2010-2011,0.55,2011-06-01
Ward,2012-2013,0.98,2013-06-01
Ward,2013-2014,0.49,2014-06-01
Ward,2014-2015,0,2015-06-01
Ward,2015-2016,0,2016-06-01
Ward,2016-2017,1.71,2017-06-01
Ward,2018-2019,0.91,2019-06-01
Ward,2017-2018,1.7,2018-06-01
Ward,2019-2020,1.92,2020-06-01
Washington,2011-2012,0,2012-06-01
Washington,2019-2020,2.09,2020-06-01
Washington,2018-2019,3.06,2019-06-01
Washington,2017-2018,1,2018-06-01
Washington,2015-2016,0.83,2016-06-01
Washington,2013-2014,1.61,2014-06-01
Washington,2014-2015,1.02,2015-06-01
Washington,2010-2011,0,2011-06-01
Washington,2016-2017,1.32,2017-06-01
Washington,2012-2013,0,2013-06-01
Webb,2016-2017,0.28,2017-06-01
Webb,2019-2020,0.39,2020-06-01
Webb,2012-2013,0.07,2013-06-01
Webb,2015-2016,0.25,2016-06-01
Webb,2011-2012,0.16,2012-06-01
Webb,2014-2015,0.07,2015-06-01
Webb,2013-2014,0.15,2014-06-01
Webb,2017-2018,0.15,2018-06-01
Webb,2018-2019,0.19,2019-06-01
Webb,2010-2011,0.09,2011-06-01
Wharton,2013-2014,0,2014-06-01
Wharton,2011-2012,0.33,2012-06-01
Wharton,2010-2011,0.14,2011-06-01
Wharton,2017-2018,0.73,2018-06-01
Wharton,2015-2016,0.26,2016-06-01
Wharton,2019-2020,0.17,2020-06-01
Wharton,2018-2019,1.04,2019-06-01
Wharton,2012-2013,0.15,2013-06-01
Wharton,2014-2015,0.49,2015-06-01
Wharton,2016-2017,0.34,2017-06-01
Wheeler,2019-2020,8.33,2020-06-01
Wheeler,2014-2015,3.38,2015-06-01
Wheeler,2017-2018,3.48,2018-06-01
Wheeler,2012-2013,1.12,2013-06-01
Wheeler,2011-2012,2.27,2012-06-01
Wheeler,2015-2016,3.22,2016-06-01
Wheeler,2010-2011,2.12,2011-06-01
Wheeler,2013-2014,1.09,2014-06-01
Wheeler,2018-2019,1.28,2019-06-01
Wheeler,2016-2017,3.7,2017-06-01
Wichita,2010-2011,0.53,2011-06-01
Wichita,2017-2018,1.54,2018-06-01
Wichita,2019-2020,1.46,2020-06-01
Wichita,2018-2019,1.23,2019-06-01
Wichita,2011-2012,0.56,2012-06-01
Wichita,2016-2017,0.86,2017-06-01
Wichita,2013-2014,1.28,2014-06-01
Wichita,2014-2015,0.99,2015-06-01
Wichita,2015-2016,1.07,2016-06-01
Wichita,2012-2013,0.63,2013-06-01
Wilbarger,2011-2012,0,2012-06-01
Wilbarger,2018-2019,1.3,2019-06-01
Wilbarger,2016-2017,0.68,2017-06-01
Wilbarger,2019-2020,1.38,2020-06-01
Wilbarger,2012-2013,0.56,2013-06-01
Wilbarger,2014-2015,0.56,2015-06-01
Wilbarger,2017-2018,0,2018-06-01
Wilbarger,2015-2016,0.66,2016-06-01
Wilbarger,2013-2014,0,2014-06-01
Wilbarger,2010-2011,0,2011-06-01
Willacy,2019-2020,0.43,2020-06-01
Willacy,2018-2019,0,2019-06-01
Willacy,2015-2016,0,2016-06-01
Willacy,2013-2014,0.89,2014-06-01
Willacy,2010-2011,0,2011-06-01
Willacy,2014-2015,0,2015-06-01
Willacy,2017-2018,0,2018-06-01
Willacy,2012-2013,0.28,2013-06-01
Willacy,2016-2017,0,2017-06-01
Willacy,2011-2012,0,2012-06-01
Williamson,2013-2014,3.97,2014-06-01
Williamson,2010-2011,2.45,2011-06-01
Williamson,2018-2019,4.75,2019-06-01
Williamson,2014-2015,3.74,2015-06-01
Williamson,2015-2016,3.89,2016-06-01
Williamson,2017-2018,3.89,2018-06-01
Williamson,2012-2013,3.33,2013-06-01
Williamson,2011-2012,2.89,2012-06-01
Williamson,2019-2020,4.32,2020-06-01
Williamson,2016-2017,3.9,2017-06-01
Wilson,2011-2012,0.52,2012-06-01
Wilson,2015-2016,1.53,2016-06-01
Wilson,2018-2019,3.22,2019-06-01
Wilson,2013-2014,0.52,2014-06-01
Wilson,2010-2011,0.52,2011-06-01
Wilson,2017-2018,1.22,2018-06-01
Wilson,2014-2015,1.15,2015-06-01
Wilson,2012-2013,0.15,2013-06-01
Wilson,2019-2020,1.78,2020-06-01
Wilson,2016-2017,1.25,2017-06-01
Winkler,2010-2011,0,2011-06-01
Winkler,2013-2014,0.6,2014-06-01
Winkler,2015-2016,0,2016-06-01
Winkler,2012-2013,0,2013-06-01
Winkler,2017-2018,0.7,2018-06-01
Winkler,2014-2015,0,2015-06-01
Winkler,2016-2017,2.17,2017-06-01
Winkler,2011-2012,0,2012-06-01
Winkler,2018-2019,1.31,2019-06-01
Winkler,2019-2020,1.5,2020-06-01
Wise,2013-2014,1.62,2014-06-01
Wise,2015-2016,1.52,2016-06-01
Wise,2019-2020,4.93,2020-06-01
Wise,2017-2018,2.87,2018-06-01
Wise,2012-2013,1.18,2013-06-01
Wise,2011-2012,0.75,2012-06-01
Wise,2018-2019,3.75,2019-06-01
Wise,2016-2017,2.64,2017-06-01
Wise,2014-2015,1.89,2015-06-01
Wise,2010-2011,0.77,2011-06-01
Wood,2017-2018,1.8,2018-06-01
Wood,2011-2012,1.73,2012-06-01
Wood,2015-2016,1.87,2016-06-01
Wood,2014-2015,1.28,2015-06-01
Wood,2013-2014,0.87,2014-06-01
Wood,2018-2019,2.88,2019-06-01
Wood,2010-2011,1.29,2011-06-01
Wood,2016-2017,0.95,2017-06-01
Wood,2012-2013,0.63,2013-06-01
Wood,2019-2020,2.92,2020-06-01
Yoakum,2019-2020,2.81,2020-06-01
Yoakum,2013-2014,0.52,2014-06-01
Yoakum,2018-2019,1.18,2019-06-01
Yoakum,2011-2012,0.65,2012-06-01
Yoakum,2016-2017,2.12,2017-06-01
Yoakum,2015-2016,0.63,2016-06-01
Yoakum,2012-2013,0,2013-06-01
Yoakum,2010-2011,0.58,2011-06-01
Yoakum,2014-2015,1.2,2015-06-01
Yoakum,2017-2018,0,2018-06-01
Young,2010-2011,0.4,2011-06-01
Young,2019-2020,2.33,2020-06-01
Young,2018-2019,1.98,2019-06-01
Young,2016-2017,1.88,2017-06-01
Young,2015-2016,1.33,2016-06-01
Young,2013-2014,1.87,2014-06-01
Young,2014-2015,2.79,2015-06-01
Young,2012-2013,0,2013-06-01
Young,2017-2018,2.45,2018-06-01
Young,2011-2012,0,2012-06-01
Zapata,2013-2014,0,2014-06-01
Zapata,2019-2020,0.75,2020-06-01
Zapata,2010-2011,0,2011-06-01
Zapata,2017-2018,0,2018-06-01
Zapata,2018-2019,0,2019-06-01
Zapata,2016-2017,0,2017-06-01
Zapata,2011-2012,0,2012-06-01
Zapata,2014-2015,0,2015-06-01
Zapata,2012-2013,1.36,2013-06-01
Zapata,2015-2016,0,2016-06-01
Zavala,2015-2016,0,2016-06-01
Zavala,2012-2013,0,2013-06-01
Zavala,2011-2012,0.5,2012-06-01
Zavala,2019-2020,0.58,2020-06-01
Zavala,2016-2017,0.63,2017-06-01
Zavala,2018-2019,0,2019-06-01
Zavala,2014-2015,0,2015-06-01
Zavala,2010-2011,0.51,2011-06-01
Zavala,2013-2014,0,2014-06-01
Zavala,2017-2018,0,2018-06-01